,,Status Id,,Campus Pref,,,,Discpline Pref.,,,,Matriculation,,,,Intermediate,,,,,,NU Test Marks,,SAT I ,,SAT II,,,NU Merit Marks,,NTS Admission Offer,,NU Admission Offer,,Admission,,,,,,,,,,,,,,,,,,,,,,,,,
L,CITY,STATUS_ID,STATUS,Ist,2nd,3rd,4th,Ist,2nd,3rd,4th,Board,Degree,Total,Obtained,Board,Degree,Total,Obtained,NTS_MARKS,NU_TEST_CENTER,BBA,BS,Total,Obtained,Total,Obtained,NTS Merit Marks,BBA/BS(AF),BS,Campus,Discipline,Campus,Discipline,Campus,Discipline,DEGREE_STATUS,,,,,,,,,,,,,,,,,,,,,,,
1926553,Sargodha,3,Preferences,LHR,,,,BS(CS),,,,Sargodha,SSC,1100,681,,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926554,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,903,Federal,HSSC-I,520,903,,ISB,,45.638885,,,,,,,56.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926555,Rawalpindi,7,Challan Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,993,Federal,HSSC (I+II),1100,993,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926556,Rajanpur,10,Admit Card Printed,ISB,,,,BS(CS),,,,D.G.Khan,SSC,1100,894,D.G.Khan,HSSC-I,520,894,,ISB,,17.847222,,,,,,,39.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926557,Sanghar,10,Admit Card Printed,KHI,,,,BS(CS),,,,Mirpur Khas,SSC,850,670,,,,670,,KHI,,4.479168,,,,,,,37.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926561,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,819,Federal,HSSC-I,520,819,,ISB,,22.229163,,,,,,,39.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926562,Gujrat,10,Admit Card Printed,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,722,Gujranwala,HSSC-I,510,722,,LHR,,18.673609,,,,,,,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926563,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,900,Lahore,HSSC-I,520,900,,LHR,,39.965276,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926565,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BBA,,,Karachi,SSC,850,710,Karachi,HSSC-I,500,710,,KHI,31.416673,22.930555,,,,,,45.51,41.27,,,KHI,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1926568,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Cambridge,O-Level,900,686,,,,686,,ISB,,48.763888,,,,,,,58.68,,,,,ISB,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1926569,Lahore,5,Picture,LHR,,,,BS(CS),,,,Lahore,SSC,1100,823,,,,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926571,Others,10,Admit Card Printed,ISB,,,,BS(CS),,,,Agha Khan,SSC,850,760,Agha Khan,HSSC-I,500,760,,ISB,,33.499995,,,,,,,50.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926572,Gujranwala,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),,,Federal,SSC,1050,989,Federal,HSSC-I,520,989,,LHR,,41.694443,,,,,,,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926575,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,595,Karachi,HSSC (I+II),1100,595,,KHI,,15.222217,,,,,,,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926576,Toba Tek Singh,2,AcademicInfo,,,,,,,,,Faislabad,SSC,1100,822,,,,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926577,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Lahore,SSC,1100,903,Lahore,HSSC-I,520,903,,LHR,,47.805552,,,,,,,60.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926578,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),,,,Lahore,SSC,1100,1027,Lahore,HSSC-I,520,1027,,LHR,,44.458333,,,,,,,65.11,,,LHR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1926579,Hyderabad,7,Challan Printed,KHI,,,,BS(SE),BS(CS),,,Hyderabad,SSC,850,573,Larkana,HSSC-I,550,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926580,Jhelum,7,Challan Printed,ISB,,,,BS(EE),,,,Rawalpindi,SSC,1100,760,Rawalpindi,HSSC (I+II),1100,760,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926581,Karachi ,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926582,Chakwal,2,AcademicInfo,,,,,,,,,Rawalpindi,SSC,1100,675,Lahore,Diploma,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926583,Hyderabad,10,Admit Card Printed,KHI,,,,BS(CS),,,,Hyderabad,SSC,850,708,Hyderabad,HSSC-I,550,708,,KHI,,46.624998,,,,,,,58.59,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1926584,Lahore,7,Challan Printed,LHR,,,,BS(AF),,,,Lahore,SSC,1100,772,Lahore,HSSC-I,550,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926587,Sanghar,10,Admit Card Printed,KHI,,,,BS(CS),,,,Mirpur Khas,SSC,850,665,Mirpur Khas,HSSC-I,500,665,,KHI,,3.152779,,,,,,,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926588,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),BS(EE),,,Cambridge,O-Level,900,585,Faislabad,HSSC-I,520,585,,CFD,,61.847218,,,,,,,67.37,,,FSD,BS(CS),CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1926589,Karachi ,7,Challan Printed,KHI,,,,BS(CS),,,,Mirpur Khas,SSC,850,628,,,,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926590,Kasur,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),,Lahore,SSC,1100,712,Lahore,HSSC-I,520,712,,LHR,,32.472223,,,,,,,55.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926591,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,620,Karachi,HSSC (I+II),1100,620,,KHI,,22.138887,,,,,,,39.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926592,Bahawalpur,4,TestType,KHI,,,,BS(EE),BBA,,,Federal,SSC,1050,930,Federal,HSSC (I+II),1100,930,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926593,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BBA,,,Lahore,SSC,1100,896,Lahore,HSSC-I,520,896,,LHR,,22.236111,,,,,,,40.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926594,Sahiwal,10,Admit Card Printed,LHR,,,,BBA,,,,Sahiwal,SSC,1100,859,Sahiwal,HSSC (I+II),1100,859,,LHR,26.625004,,,,,,,45.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926596,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BBA,BS(EE),,Lahore,SSC,1100,830,Lahore,HSSC-I,520,830,,LHR,38.375002,19.249998,,,,,,53.8,44.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926597,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),BS(CS),,,Karachi,SSC,850,718,,,,718,,KHI,,28.736109,,,,,,,52.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926598,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926599,Lahore,8,Fee Paid,LHR,,,,BBA,,,,Cambridge,O-Level,900,754,,,,754,,,,,2400,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926600,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926601,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),,,,Cambridge,O-Level,900,621,Federal,HSSC-I,520,621,,KHI,,24.729165,,,,,,,38.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926602,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Cambridge,O-Level,900,731,,,,731,,KHI,,49.569442,,,,,,,61.33,,,KHI,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1926603,Karachi ,10,Admit Card Printed,ISB,,,,BBA,,,,Cambridge,O-Level,900,743,,,,743,,ISB,44.833334,,,,,,,59.57,,,,ISB,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1926604,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Lahore,SSC,1100,757,Lahore,HSSC-I,520,757,,LHR,,17.305553,,,,,,,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926605,Haripur,10,Admit Card Printed,ISB,,,,BS(CS),,,,Abbotabad,SSC,1100,944,,,,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926606,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1020,Lahore,HSSC-I,520,1020,,LHR,,50.319444,,,,,,,66.79,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1926607,Sargodha,10,Admit Card Printed,ISB,,,,BS(CS),BBA,BS(CSDF),BS(DS),Federal,SSC,1050,763,,,,763,54,ISB,47.166669,38.02083,,,,,59.7,56.28,51.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926608,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),,,,Lahore,SSC,1100,937,Lahore,HSSC (I+II),1100,937,,LHR,,27.124999,,,,,,,49.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926609,Toba Tek Singh,10,Admit Card Printed,ISB,,,,BBA,,,,Faislabad,SSC,1100,808,Faislabad,HSSC-I,520,808,,CFD,35.291674,,,,,,,48.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926611,Quetta,10,Admit Card Printed,LHR,,,,BS(CS),,,,Rawalpindi,SSC,1100,775,Rawalpindi,HSSC-I,510,775,,LHR,,30.194443,,,,,,,42.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926612,Jhang,3,Preferences,ISB,,,,BS(EE),,,,Rawalpindi,SSC,1100,996,Rawalpindi,HSSC-I,520,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926613,Others,7,Challan Printed,CFD,,,,BBA,,,,Faislabad,SSC,1100,797,,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926614,Khanewal,10,Admit Card Printed,ISB,LHR,,,BS(CS),BS(EE),BS(AI),BS(CSDF),Cambridge,O-Level,900,754,Cambridge,A-Level,1100,754,,LHR,,60.569442,,,,,,,71.42,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1926615,Hafizabad,10,Admit Card Printed,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,692,Gujranwala,HSSC-I,510,692,,LHR,,16.229168,,,,,,,41.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926616,Layyah,10,Admit Card Printed,ISB,,,,BS(CS),,,,D.G.Khan,SSC,1100,1014,D.G.Khan,HSSC-I,520,1014,,LHR,,25.77083,,,,,,,46.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926617,Chakwal,7,Challan Printed,ISB,,,,BS(EE),,,,Rawalpindi,SSC,1100,980,Rawalpindi,HSSC-I,520,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926618,Lahore,7,Challan Printed,LHR,,,,BS(CS),BS(EE),BBA,,Lahore,SSC,1100,992,Lahore,HSSC-I,520,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926619,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),,Lahore,SSC,1100,1036,Lahore,HSSC-I,520,1036,,LHR,,41.472223,,,,,,,63.43,,,LHR,BS(EE),LHR,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1926621,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,698,,,,698,,LHR,,53.291665,,,,,,,61.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926622,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,782,Lahore,HSSC-I,510,782,,LHR,,38.743053,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926623,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,608,,,,608,,LHR,,38.826387,,,,,,,49.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926624,Khushab,10,Admit Card Printed,ISB,,,,BS(DS),BS(CS),,,Rawalpindi,SSC,1100,942,Rawalpindi,HSSC-I,520,942,,ISB,,17.548609,,,,,,,38.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926625,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,653,Lahore,HSSC (I+II),1100,653,,LHR,,21.986113,,,,,,,38.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926626,Islamabad,2,AcademicInfo,,,,,,,,,Mirpur,SSC,1100,733,Mirpur,HSSC-I,520,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926627,Lahore,9,Scheduled,LHR,,,,BS(CS),BS(CV),,,Lahore,SSC,1100,908,Lahore,HSSC-I,520,908,,LHR,,29.347219,,,,,,,49.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926629,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,863,Lahore,HSSC-I,520,863,,LHR,,20.368054,,,,,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926630,Mandi Bahauddin,8,Fee Paid,ISB,,,,BS(AI),BS(CSDF),,,Gujranwala,SSC,1100,928,Gujranwala,HSSC-I,520,928,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926631,Sialkot,10,Admit Card Printed,ISB,,,,BBA,BS(CSDF),,,Rawalpindi,SSC,1100,1017,,,,1017,,ISB,43.666669,28.659721,,,,,,63.44,55.93,,,ISB,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1926632,Ghotki,2,AcademicInfo,,,,,,,,,Sukkur,SSC,850,589,,,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926633,Faisalabad,7,Challan Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,958,Faislabad,HSSC-I,520,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926634,Swat,4,TestType,ISB,,,,BS(CS),,,,Sawat,SSC,1100,916,,,,916,,,,,2400,275,800,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926635,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,978,Lahore,HSSC-I,520,978,,LHR,,48.215274,,,,,,,59.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926636,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,837,Federal,HSSC-I,510,837,,ISB,,13.881947,,,,,,,38.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926637,Multan,10,Admit Card Printed,CFD,,,,BS(CS),,,,Multan,SSC,1100,995,,,,995,,ISB,,34.395831,,,,,,,57.9,,,FSD,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1926639,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926641,Sargodha,10,Admit Card Printed,LHR,,,,BS(EE),,,,Sargodha,SSC,1100,979,Sargodha,HSSC-I,520,979,,LHR,,32.013888,,,,,,,52.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926642,Faisalabad,10,Admit Card Printed,CFD,,,,BBA,BS(SE),BS(EE),,Cambridge,O-Level,900,754,,,,754,,CFD,51.125001,44.319444,,,,,,63.26,59.86,,,FSD,BBA,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1926643,Karachi ,7,Challan Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,537,,,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926644,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),BS(EE),BS(AI),BS(CSDF),Cambridge,O-Level,900,765,,,,765,,ISB,,53.083333,,,,,,,64.79,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1926645,Lahore,7,Challan Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,900,Lahore,HSSC-I,520,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926646,Khairpur,7,Challan Printed,KHI,,,,BS(CS),,,,Sukkur,SSC,850,662,Sukkur,HSSC-I,550,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926647,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Mirpur,SSC,1050,846,Mirpur,HSSC (I+II),1100,846,,ISB,,11.263886,,,,,,,40.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926648,Shangla,6,Declaration,ISB,,,,BS(EE),,,,Sawat,SSC,1100,945,,,,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926649,Multan,10,Admit Card Printed,LHR,,,,BS(CV),,,,Multan,SSC,1100,924,,,,924,,LHR,,32.375001,,,,,,,53.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926650,Others,8,Fee Paid,ISB,,,,BS(CS),,,,Federal,SSC,1050,901,Federal,HSSC-I,520,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926652,Vehari,10,Admit Card Printed,ISB,,,,BS(CS),,,,Multan,SSC,1100,896,Multan,HSSC-I,520,896,,CFD,,22.659719,,,,,,,51.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926653,Sukkur,7,Challan Printed,KHI,,,,BS(EE),BS(SE),BS(CS),,Sukkur,SSC,850,636,Sukkur,HSSC-I,500,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926655,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),BS(AF),,Lahore,SSC,1100,946,Lahore,HSSC-I,520,946,,LHR,,39.722217,,,,,,,60.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926656,Lahore,7,Challan Printed,LHR,,,,BBA,BS(CS),,,Lahore,SSC,1100,876,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926657,Karachi ,10,Admit Card Printed,KHI,,,,BS(EE),,,,Cambridge,O-Level,900,709,,,,709,,KHI,,69.930555,,,,,,,70.42,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1926659,Karachi ,10,Admit Card Printed,KHI,,,,BBA,,,,Karachi,SSC,850,681,Karachi,HSSC-I,550,681,,KHI,31.374999,,,,,,,46.41,,,,KHI,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1926661,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,898,Faislabad,HSSC-I,520,898,,CFD,,29.590276,,,,,,,49.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926662,Sialkot,6,Declaration,LHR,,,,BS(CS),BS(EE),,,Gujranwala,SSC,1100,954,Gujranwala,HSSC-I,520,954,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926663,Lahore,2,AcademicInfo,,,,,,,,,Lahore,SSC,1100,668,Lahore,HSSC-I,500,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926664,Sukkur,4,TestType,KHI,,,,BS(CS),,,,Sukkur,SSC,850,629,Sukkur,HSSC-I,550,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926667,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,980,Lahore,HSSC (I+II),1100,980,,LHR,,30.444442,,,,,,,50.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926668,Lahore,9,Scheduled,LHR,,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,959,Lahore,HSSC-I,520,959,82,,,,,,,,78.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926669,Faisalabad,10,Admit Card Printed,CFD,,,,BS(EE),BS(SE),BS(CS),,Faislabad,SSC,1100,859,Faislabad,HSSC-I,520,859,,CFD,,23.444445,,,,,,,44.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926670,Hafizabad,7,Challan Printed,ISB,,,,BS(AI),BS(CSDF),,,Gujranwala,SSC,850,570,Gujranwala,HSSC (I+II),1100,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926671,Sukkur,10,Admit Card Printed,KHI,,,,BS(CS),,,,Sukkur,SSC,850,662,Sukkur,HSSC (I+II),1100,662,,KHI,,24.263886,,,,,,,52.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926673,Sahiwal,4,TestType,LHR,,,,BBA,,,,Cambridge,O-Level,900,754,,,,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926674,Others,10,Admit Card Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,904,Faislabad,HSSC-I,520,904,,CFD,,38.493053,,,,,,,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926675,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,896,Lahore,HSSC-I,520,896,,LHR,,47.590273,,,,,,,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926676,Rawalpindi,3,Preferences,ISB,,,,BBA,,,,Cambridge,O-Level,900,630,Federal,HSSC-I,520,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926677,Vehari,10,Admit Card Printed,ISB,,,,BS(CS),,,,Multan,SSC,1100,838,Multan,HSSC-I,520,838,,CFD,,8.041665,,,,,,,41.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926678,Multan,7,Challan Printed,LHR,,,,BBA,,,,Multan,SSC,1100,882,Multan,HSSC-I,520,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926679,Muzaffargarh,10,Admit Card Printed,LHR,ISB,,,BS(CV),BS(CS),BS(EE),BS(AF),D.G.Khan,SSC,1100,1006,D.G.Khan,HSSC-I,520,1006,,LHR,60.833337,52.069441,,,,,,75.32,70.94,,,LHR,BS(CV),,,,,,,,,,,,,,,,,,,,,,,,,,
1926680,Rawalpindi,3,Preferences,ISB,,,,BBA,,,,Federal,SSC,1050,834,,,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926681,Vehari,10,Admit Card Printed,LHR,,,,BS(CV),BS(CS),BBA,BS(AF),D.G.Khan,SSC,1100,1010,Multan,HSSC-I,520,1010,,LHR,17.500007,26.347222,,,,,,43.17,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926682,Peshawar,10,Admit Card Printed,PWR,,,,BS(SE),,,,Peshawar,SSC,1100,760,Peshawar,HSSC-I,550,760,,PWR,,28.73611,,,,,,,48,,,PWR,BS(SE),PWR,BS(SE)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1926683,Islamabad,10,Admit Card Printed,ISB,,,,BBA,BS(AF),,,Federal,SSC,1050,635,,,,635,,ISB,27.875006,,,,,,,41.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926685,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1061,Lahore,HSSC-I,520,1061,,LHR,,66.277772,,,,,,,77.27,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1926686,Multan,10,Admit Card Printed,LHR,ISB,,,BS(CS),,,,Multan,SSC,1100,918,Multan,HSSC-I,520,918,,LHR,,25.555554,,,,,,,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926688,Lahore,10,Admit Card Printed,LHR,CFD,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,954,Lahore,HSSC-I,520,954,,LHR,,12.652777,,,,,,,42.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926690,Toba Tek Singh,10,Admit Card Printed,LHR,,,,BBA,,,,Faislabad,SSC,1100,877,Faislabad,HSSC-I,520,877,,CFD,36.333339,,,,,,,51.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926691,Peshawar,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926692,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,846,Lahore,HSSC-I,520,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926697,Lahore,3,Preferences,LHR,,,,BS(CS),,,,Federal,SSC,1150,752,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926699,Badin,6,Declaration,KHI,,,,BS(CS),BS(SE),,,Mirpur Khas,SSC,850,683,Mirpur Khas,HSSC-I,550,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926700,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,933,Federal,HSSC-I,520,933,,ISB,,43.798609,,,,,,,59.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926701,Lahore,7,Challan Printed,LHR,,,,BBA,,,,Federal,SSC,1050,934,Federal,HSSC-I,505,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926702,Okara,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,801,Sahiwal,HSSC-I,520,801,,LHR,,47.597218,,,,,,,62.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926704,Islamabad,2,AcademicInfo,,,,,,,,,Federal,SSC,1050,822,Federal,HSSC-I,520,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
