,,Status Id,,Campus Pref,,,,Discpline Pref.,,,,Matriculation,,,,Intermediate,,,,,,NU Test Marks,,SAT I ,,SAT II,,,NU Merit Marks,,NTS Admission Offer,,NU Admission Offer,,Admission,,,,,,,,,,,,,,,,,,,,,,,,,
L,CITY,STATUS_ID,STATUS,Ist,2nd,3rd,4th,Ist,2nd,3rd,4th,Board,Degree,Total,Obtained,Board,Degree,Total,Obtained,NTS_MARKS,NU_TEST_CENTER,BBA,BS,Total,Obtained,Total,Obtained,NTS Merit Marks,BBA/BS(AF),BS,Campus,Discipline,Campus,Discipline,Campus,Discipline,DEGREE_STATUS,,,,,,,,,,,,,,,,,,,,,,,
1906762,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,576,Karachi,HSSC-I,550,576,,KHI,,29.277778,,,,,,,37.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906763,Lahore,10,Admit Card Printed,LHR,CFD,,,BS(CS),,,,Lahore,SSC,1100,981,Lahore,HSSC-I,520,981,,LHR,,32.999998,,,,,,,49.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906764,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(AF),,,,Federal,SSC,1050,858,Rawalpindi,HSSC-I,520,858,,ISB,40.083337,,,,,,,51.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906765,Abbottabad,10,Admit Card Printed,ISB,,,,BS(EE),,,,Cambridge,O-Level,900,742,,,,742,,ISB,,41.86111,,,,,,,58.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906766,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),,,Lahore,SSC,1100,1013,Lahore,HSSC-I,520,1013,,LHR,,60.694441,,,,,,,74.29,,,LHR,BS(CV),LHR,BS(CV)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906767,Abbottabad,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),BBA,Abbotabad,SSC,1100,958,Abbotabad,HSSC-I,550,958,70,ISB,,55.263886,,,,,79.91,,72.54,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1906768,Rawalpindi,7,Challan Printed,ISB,,,,BS(AI),BBA,,,Rawalpindi,SSC,1100,923,Rawalpindi,HSSC (I+II),1100,923,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906769,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),,,Lahore,SSC,1100,1026,Lahore,HSSC-I,520,1026,,LHR,,45.305553,,,,,,,63.81,,,LHR,BS(CV),LHR,BS(CV)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906770,Multan,10,Admit Card Printed,LHR,,,,BS(EE),BS(CV),,,Multan,SSC,1100,762,D.G.Khan,HSSC-I,520,762,,LHR,,32.069445,,,,,,,58.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906771,Islamabad,7,Challan Printed,ISB,,,,BS(CSDF),BS(DS),BS(CS),BS(AI),Federal,SSC,1050,529,Rawalpindi,HSSC-I,510,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906772,Lahore,10,Admit Card Printed,ISB,,,,BS(CS),BS(EE),,,Lahore,SSC,1100,855,Lahore,HSSC-I,520,855,,LHR,,61.486106,,,,,,,71.8,,,ISB,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906773,Karachi ,7,Challan Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,759,Karachi,HSSC-I,550,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906774,Swat,4,TestType,ISB,,,,BS(EE),,,,Malakand Div,SSC,1100,958,Abbotabad,HSSC-I,550,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906777,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,663,Karachi,HSSC-I,550,663,,KHI,,20.298611,,,,,,,38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906779,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,692,,,,692,,LHR,,39.069444,,,,,,,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906780,Karachi ,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906781,Gujranwala,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906782,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,934,Lahore,HSSC-I,520,934,0,LHR,,44.777776,,,,,,,58.25,,,,,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906783,Others,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Multan,SSC,1100,994,Multan,HSSC-I,520,994,,ISB,,53.874996,,,,,,,68.86,,,ISB,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1906784,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Federal,SSC,1050,986,Lahore,HSSC-I,520,986,,LHR,,53.374998,,,,,,,65.44,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1906785,Mianwali,2,AcademicInfo,,,,,,,,,Federal,SSC,1050,943,Federal,HSSC-I,520,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906786,Lahore,4,TestType,LHR,,,,BBA,BS(CS),BS(CV),,Lahore,SSC,1100,913,,,,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906787,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,703,,,,703,,LHR,,46.409719,,,,,,,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906788,Lahore,9,Scheduled,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,776,,,,776,,LHR,,38.687498,,,,,,,58.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906789,Others,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Multan,SSC,1100,1009,Multan,HSSC-I,520,1009,,ISB,,27.791663,,,,,,,55.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906790,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),BS(CSDF),BS(EE),Rawalpindi,SSC,1100,768,Federal,HSSC (I+II),1100,768,,ISB,,50.388886,,,,,,,60.47,,,ISB,BS(AI),ISB,BS(AI)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906791,Lahore,8,Fee Paid,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,641,,,,641,64,,,,,,,,64.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906792,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),,,Cambridge,O-Level,900,759,,,,759,,KHI,,54.666664,,,,,,,65.28,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906793,Islamabad,7,Challan Printed,ISB,,,,BBA,,,,Federal,SSC,1050,791,,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906794,Islamabad,10,Admit Card Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,857,Federal,HSSC-I,520,857,,ISB,,26.138888,,,,,,,51.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906795,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Cambridge,O-Level,900,720,,,,720,63,KHI,,54.749997,,,,,67.5,,63.38,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906796,Karachi ,7,Challan Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,728,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906797,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,958,Lahore,HSSC-I,520,958,,LHR,,49.944442,,,,,,,66.13,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1906798,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,942,Federal,HSSC (I+II),1100,942,61,ISB,,39.076386,,,,,67.09,,56.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906799,Lahore,10,Admit Card Printed,ISB,,,,BS(CS),,,,Lahore,SSC,1100,835,,,,835,,LHR,,36.67361,,,,,,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906800,Sialkot,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Federal,SSC,1050,985,Federal,HSSC (I+II),1100,985,,LHR,,40.472223,,,,,,,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906801,Islamabad,7,Challan Printed,ISB,,,,BS(EE),BS(CS),,,Mirpur,SSC,1100,807,Mirpur,HSSC-I,520,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906802,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,731,Federal,HSSC-I,510,731,,ISB,,32.305556,,,,,,,48.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906803,Islamabad,7,Challan Printed,ISB,,,,BS(CS),BS(DS),BS(CSDF),BS(EE),Federal,SSC,1050,978,Federal,HSSC-I,520,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906804,Lahore,8,Fee Paid,LHR,,,,BBA,BS(AF),BS(CS),,Cambridge,O-Level,900,709,,,,709,,,,,2400,1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906806,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,728,Karachi,HSSC-I,550,728,81,KHI,,48.666663,,,,,74.32,,58.15,KHI,BS(CS),,,KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906807,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,686,Karachi,HSSC-I,550,686,,KHI,,41.305554,,,,,,,59.74,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906808,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,995,Lahore,HSSC-I,510,995,,LHR,,33.805554,,,,,,,58.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906809,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),,,Karachi,SSC,850,624,Karachi,HSSC (I+II),1100,624,,KHI,,37.041666,,,,,,,49.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906810,Jhelum,7,Challan Printed,ISB,,,,BS(CS),BS(DS),,,Gujranwala,SSC,1100,713,,,,713,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906811,Okara,4,TestType,LHR,,,,BS(CS),,,,Sahiwal,SSC,1100,1026,Sahiwal,HSSC-I,510,1026,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906812,Karachi ,10,Admit Card Printed,KHI,,,,BBA,BS(CS),,,Cambridge,O-Level,900,709,,,,709,,KHI,53.083334,55.666665,,,,,,61.99,63.28,,,KHI,BBA,KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906814,Bahawalpur,3,Preferences,LHR,,,,BBA,,,,Federal,SSC,1050,895,,,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906815,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1100,761,Lahore,HSSC-I,520,761,,LHR,,24.000001,,,,,,,41.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906816,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1008,Lahore,HSSC (I+II),1100,1008,,LHR,,44.131943,,,,,,,56.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906817,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,910,Federal,HSSC-I,520,910,,ISB,,27.437501,,,,,,,47.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906821,Islamabad,10,Admit Card Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,837,Federal,HSSC-I,520,837,,ISB,,49.361108,,,,,,,66.6,,,ISB,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1906822,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(EE),BBA,,Karachi,SSC,850,724,Karachi,HSSC-I,550,724,,KHI,40.166671,41.194443,,,,,,50.9,51.42,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1906824,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),,,Federal,SSC,1050,913,Lahore,HSSC-I,1100,913,,LHR,,26.027777,,,,,,,47.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906825,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(CSDF),BS(AI),BS(EE),Federal,SSC,1050,970,Federal,HSSC-I,520,970,,ISB,,53.708334,,,,,,,67.14,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1906826,Karachi ,2,AcademicInfo,,,,,,,,,Karachi,SSC,850,672,Karachi,HSSC-I,500,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906827,Malakand,10,Admit Card Printed,ISB,,,,BS(EE),,,,Malakand Div,SSC,1100,917,Abbotabad,HSSC-I,550,917,,ISB,,37.666665,,,,,,,55.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906828,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,629,,,,629,,KHI,,22.541667,,,,,,,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906829,Rawalpindi,7,Challan Printed,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,623,Rawalpindi,HSSC-I,510,623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906830,Others,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Federal,SSC,1050,971,Federal,HSSC-I,520,971,,ISB,,40.944446,,,,,,,52.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906831,Peshawar,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),,,Cambridge,O-Level,900,783,,,,783,,PWR,,52.999999,,,,,,,65.65,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906832,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(DS),BS(AI),BBA,London,O-Level,900,737,,,,737,,ISB,52.291671,55.145831,,,,,,63,64.42,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1906833,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(CSDF),,,Federal,SSC,1050,714,Federal,HSSC-I,510,714,,ISB,,7.604167,,,,,,,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906834,Lahore,7,Challan Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,761,Lahore,HSSC-I,510,761,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906835,Karachi ,8,Fee Paid,KHI,,,,BS(CS),BS(SE),,,Federal,SSC,1050,630,Federal,HSSC (I+II),1100,630,,,,,2400,1230,800,620,,,,,,,,KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906836,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Cambridge,O-Level,900,709,,,,709,,LHR,,60.777774,,,,,,,65.84,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1906837,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Cambridge,O-Level,900,686,,,,686,,LHR,,31.645832,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906839,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,703,Cambridge,A-Level,1100,703,,LHR,,54.506941,,,,,,,66.12,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906841,Karachi ,7,Challan Printed,KHI,,,,BS(CS),BS(SE),,,Karachi,SSC,850,701,Karachi,HSSC-I,500,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906842,Gujrat,10,Admit Card Printed,ISB,,,,BS(AI),BS(CS),BS(CSDF),BS(DS),Gujranwala,SSC,1100,928,Gujranwala,HSSC-I,510,928,,ISB,,7.40972,,,,,,,33.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906843,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Federal,SSC,1050,708,Karachi,HSSC-I,550,708,,KHI,,37.659722,,,,,,,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906844,Pakpattan,7,Challan Printed,LHR,,,,BS(CS),,,,Sahiwal,SSC,1100,941,Sahiwal,HSSC-I,520,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906845,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,911,,,,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906846,Bhakkar,5,Picture,ISB,,,,BS(AI),,,,Sargodha,SSC,1100,767,Sargodha,HSSC-I,510,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906847,Karachi ,4,TestType,KHI,,,,BS(CS),BS(SE),,,Karachi,SSC,850,687,Karachi,HSSC-I,550,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906848,Faisalabad,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906849,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(CS),,,Federal,SSC,1050,954,Lahore,HSSC-I,520,954,,LHR,,54.986109,,,,,,,68.94,,,LHR,BS(EE),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906850,Attock,6,Declaration,ISB,LHR,CFD,,BS(CS),BS(DS),BS(AI),BS(CSDF),Cambridge,O-Level,900,585,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906851,Lahore,10,Admit Card Printed,ISB,,,,BS(CS),BS(DS),BS(AF),BS(EE),Lahore,SSC,1100,991,Lahore,HSSC-I,520,991,,LHR,,67.430551,,,,,,,77.85,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906852,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),BBA,Federal,SSC,1050,740,Lahore,HSSC-I,510,740,0,LHR,51.083334,59.513886,,,,,,65.74,69.95,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906853,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,698,,,,698,,LHR,,43.034722,,,,,,,56.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906854,Lahore,5,Picture,LHR,,,,BS(CS),,,,Lahore,SSC,1100,844,Lahore,HSSC-I,510,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906855,Faisalabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Cambridge,O-Level,900,675,,,,675,,CFD,,38.527775,,,,,,,53.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906856,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,1045,Lahore,HSSC-I,520,1045,,LHR,,64.555553,,,,,,,76.12,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906857,Lahore,10,Admit Card Printed,LHR,ISB,,,BS(CS),,,,Cambridge,O-Level,900,776,,,,776,,LHR,,50.333332,,,,,,,63.97,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906858,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,947,Lahore,HSSC-I,520,947,64,LHR,,54.868054,,,,,71.23,,66.66,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906860,Kasur,10,Admit Card Printed,LHR,,,,BS(CV),BS(CS),BS(EE),,Lahore,SSC,1100,962,Federal,HSSC-I,520,962,,LHR,,38.34722,,,,,,,61.19,,,LHR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1906861,Others,10,Admit Card Printed,LHR,,,,BS(CV),,,,Agha Khan,SSC,1100,888,Agha Khan,HSSC (I+II),1100,888,69,ISB,,59.694442,,,,,71.82,,67.17,,,LHR,BS(CV),LHR,BS(CV)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906862,Islamabad,10,Admit Card Printed,ISB,,,,BS(CSDF),BS(DS),BS(AI),BS(AF),Federal,SSC,1050,881,Federal,HSSC-I,520,881,,ISB,43.000004,24.555554,,,,,,54.77,45.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906863,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),BS(CS),,,Cambridge,O-Level,900,748,Cambridge,A-Level,1100,748,,KHI,,39.979165,,,,,,,58.63,,,KHI,BS(SE),KHI,BS(SE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906864,Faisalabad,7,Challan Printed,CFD,,,,BBA,,,,Faislabad,SSC,1100,719,Faislabad,HSSC-I,520,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906865,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,934,Lahore,HSSC-I,510,934,,LHR,,14.840277,,,,,,,48.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906866,Okara,7,Challan Printed,CFD,,,,BS(CS),,,,Sahiwal,SSC,1100,681,,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906867,Lahore,7,Challan Printed,ISB,,,,BS(CS),BS(AI),BS(CSDF),BS(EE),Lahore,SSC,1100,1029,Lahore,HSSC-I,520,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906868,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,866,Lahore,HSSC-I,520,866,,LHR,,40.527777,,,,,,,61.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906869,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Cambridge,O-Level,900,641,,,,641,,KHI,,27.29861,,,,,,,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906870,Multan,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Multan,SSC,1100,1045,Multan,HSSC-I,520,1045,,ISB,,55.263884,,,,,,,74.75,,,ISB,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1906871,Khanewal,10,Admit Card Printed,ISB,LHR,,,BBA,,,,Federal,SSC,1050,788,Multan,HSSC-I,520,788,0,LHR,35.125002,,,,,,,52.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906872,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,844,Lahore,HSSC-I,510,844,,LHR,,18.374997,,,,,,,43.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906873,Lahore,7,Challan Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,929,,,,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906874,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),,,,Karachi,SSC,850,718,Karachi,HSSC-I,550,718,,KHI,,20.027775,,,,,,,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906875,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(CS),,,Lahore,SSC,1100,892,Lahore,HSSC-I,520,892,,LHR,,38.791666,,,,,,,56.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906876,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),,Federal,SSC,1050,991,Lahore,HSSC-I,520,991,,LHR,,39.291663,,,,,,,63.88,,,LHR,BS(CV),,,,,,,,,,,,,,,,,,,,,,,,,,
1906877,Karachi ,7,Challan Printed,KHI,,,,BBA,,,,Karachi,SSC,850,711,Karachi,HSSC-I,500,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906878,Karachi ,7,Challan Printed,KHI,,,,BS(EE),,,,Karachi,SSC,850,644,Karachi,HSSC-I,500,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906879,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,880,Lahore,HSSC-I,510,880,,LHR,,32.319441,,,,,,,52.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906880,Faisalabad,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Lahore,SSC,1100,1007,Lahore,HSSC-I,520,1007,,LHR,,52.875001,,,,,,,69.23,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1906881,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,929,Lahore,HSSC-I,510,929,,LHR,,44.590278,,,,,,,62.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906882,Gujranwala,8,Fee Paid,ISB,,,,BS(CS),,,,Gujranwala,SSC,1100,911,Gujranwala,HSSC-I,510,911,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906883,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Lahore,SSC,1100,841,Lahore,HSSC-I,520,841,,LHR,,34.597221,,,,,,,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906884,Multan,2,AcademicInfo,,,,,,,,,Multan,SSC,1100,982,Multan,HSSC-I,520,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906885,Faisalabad,10,Admit Card Printed,CFD,,,,BBA,,,,Faislabad,SSC,1100,859,Faislabad,HSSC-I,550,859,41,CFD,51.833335,,,,,,,63.64,,,,FSD,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1906886,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,983,Lahore,HSSC-I,520,983,,LHR,,41.743055,,,,,,,55.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906887,Hyderabad,3,Preferences,KHI,,,,BBA,,,,Hyderabad,SSC,850,611,Hyderabad,HSSC-I,550,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
